"region","year","week","percent_unweighted_ili","ilitotal","num_of_providers","total_patients","total_specimens","total_a","total_b","percent_positive"
"Utah",2025,35,0.645161,1,1,155,465,5,1,0
"Utah",2025,36,0.939981,148,44,15745,465,5,1,0
"Utah",2025,37,0.164331,17,45,10345,465,5,1,0
"Utah",2025,38,0.221443,24,45,10838,465,5,1,0
"Utah",2025,39,0.183419,20,45,10904,465,5,1,0
"Utah",2025,40,0.183419,275,46,18737,465,5,1,0
"Utah",2025,41,0.183419,275,46,18737,465,5,1,0
"Utah",2025,42,0.183419,275,46,18737,465,5,1,0
"Utah",2025,43,0.183419,275,46,18737,465,5,1,0
"Utah",2025,44,0.183419,275,46,18737,465,5,1,0
"Utah",2025,45,0.183419,275,46,18737,465,5,1,0
"Utah",2025,46,0.183419,275,46,18737,465,5,1,0
"Utah",2025,47,0.183419,275,46,18737,465,5,1,0
"Utah",2025,48,0.183419,275,46,18737,465,5,1,0
"Utah",2025,49,0.183419,275,46,18737,465,5,1,0
"Utah",2025,50,0.183419,275,46,18737,465,5,1,0
"Utah",2025,51,0.183419,275,46,18737,465,5,1,0
"Utah",2025,52,0.183419,275,46,18737,465,5,1,0
"Utah",2025,53,0.183419,275,46,18737,465,5,1,0
"Utah",2026,1,0.183419,275,46,18737,465,5,1,0
"Utah",2026,2,0.183419,275,46,18737,465,5,1,0
"Utah",2026,3,0.183419,275,46,18737,465,5,1,0
"Utah",2026,4,0.183419,275,46,18737,465,5,1,0
"Utah",2026,5,0.183419,275,46,18737,465,5,1,0
"Utah",2026,6,0.183419,275,46,18737,465,5,1,0
"Utah",2026,7,0.183419,275,46,18737,465,5,1,0
"Utah",2026,8,0.183419,275,46,18737,465,5,1,0
"Utah",2026,9,0.183419,275,46,18737,465,5,1,0
"Utah",2026,10,0.183419,275,46,18737,465,5,1,0
"Utah",2026,11,0.183419,275,46,18737,465,5,1,0
"Utah",2026,12,0.183419,275,46,18737,465,5,1,0
"Utah",2026,13,0.183419,275,46,18737,465,5,1,0
"Utah",2026,14,0.183419,275,46,18737,465,5,1,0
"Utah",2026,15,0.183419,275,46,18737,465,5,1,0
"Utah",2026,16,0.183419,275,46,18737,465,5,1,0
"Utah",2026,17,0.183419,275,46,18737,465,5,1,0
"Vermont",2015,40,0.222519,5,7,2247,91,0,1,1.1
"Vermont",2015,41,0.295334,10,10,3386,110,0,0,0
"Vermont",2015,42,0.486174,16,10,3291,118,0,0,0
"Vermont",2015,43,0.445633,15,10,3366,98,0,0,0
"Vermont",2015,44,0.891651,33,11,3701,118,0,1,0.85
"Vermont",2015,45,0.925926,33,11,3564,107,0,0,0
"Vermont",2015,46,0.764818,28,11,3661,106,0,0,0
"Vermont",2015,47,1.22599,30,11,2447,104,0,1,0.96
"Vermont",2015,48,1.30409,44,11,3374,104,0,0,0
"Vermont",2015,49,0.828984,27,11,3257,124,0,1,0.81
"Vermont",2015,50,1.29916,37,10,2848,97,0,0,0
"Vermont",2015,51,1.38272,28,10,2025,142,0,1,0.7
"Vermont",2015,52,1.93258,43,10,2225,160,0,1,0.63
"Vermont",2016,1,1.50082,46,11,3065,161,1,2,1.86
"Vermont",2016,2,1.35501,40,11,2952,146,1,1,1.37
"Vermont",2016,3,1.52561,42,11,2753,137,1,1,1.46
"Vermont",2016,4,1.80208,59,11,3274,134,0,1,0.75
"Vermont",2016,5,1.06446,36,11,3382,144,1,0,0.69
"Vermont",2016,6,1.7097,49,10,2866,204,4,2,2.94
"Vermont",2016,7,2.73022,59,9,2161,157,7,3,6.37
"Vermont",2016,8,1.53653,49,11,3189,279,22,0,7.89
"Vermont",2016,9,2.19161,70,11,3194,303,17,3,6.6
"Vermont",2016,10,2.58802,86,11,3323,362,38,5,11.88
"Vermont",2016,11,2.64741,88,11,3324,330,35,7,12.73
"Vermont",2016,12,2.20632,74,11,3354,393,51,5,14.25
"Vermont",2016,13,2.23059,77,11,3452,418,45,11,13.4
"Vermont",2016,14,2.23684,68,10,3040,343,24,6,8.75
"Vermont",2016,15,1.43455,48,11,3346,337,21,12,9.79
"Vermont",2016,16,1.58983,50,11,3145,249,17,5,8.84
"Vermont",2016,17,1.62272,56,11,3451,210,15,8,10.95
"Vermont",2016,18,1.03704,35,11,3375,212,6,5,5.19
"Vermont",2016,19,0.928594,29,11,3123,150,4,4,5.33
"Vermont",2016,20,0.572005,17,11,2972,143,3,6,6.29
"Vermont",2016,21,1.12597,16,7,1421,88,1,2,3.41
"Vermont",2016,22,0.970874,14,8,1442,72,0,0,0
"Vermont",2016,23,0.499688,8,8,1601,212,2,0,1.334
"Vermont",2016,24,0.542169,9,8,1660,212,2,0,2.668
"Vermont",2016,25,0.454841,7,7,1539,212,2,0,4.002
"Vermont",2016,26,0.454545,6,6,1320,212,2,0,5.336
"Vermont",2016,27,0.469484,6,7,1278,15,1,0,6.67
"Vermont",2016,28,0.819062,11,7,1343,13,0,0,0
"Vermont",2016,29,0.759878,10,6,1316,212,2,0,0
"Vermont",2016,30,0.443459,4,5,902,212,2,0,0
"Vermont",2016,31,1.05541,8,3,758,212,2,0,0
"Vermont",2016,32,0.913838,7,4,766,10,0,0,0
"Vermont",2016,33,0.531915,4,4,752,212,2,0,0
"Vermont",2016,34,1.13208,9,4,795,212,2,0,0
"Vermont",2016,35,1.44928,11,4,759,10,0,0,0
"Vermont",2016,36,1.1734,9,3,767,14,0,0,0
"Vermont",2016,37,1.69935,13,3,765,23,0,0,0
"Vermont",2016,38,0.956284,7,3,732,28,0,0,0
"Vermont",2016,39,1.81564,13,4,716,35,0,0,0
"Vermont",2016,40,0.777202,15,8,1930,47,0,0,0
"Vermont",2016,41,0.848593,19,9,2239,68,1,0,1.47
"Vermont",2016,42,0.551315,13,9,2358,65,0,0,0
"Vermont",2016,43,0.377992,9,9,2381,68,0,0,0
"Vermont",2016,44,0.228102,5,9,2192,71,0,0,0
"Vermont",2016,45,0.209293,5,9,2389,56,0,0,0
"Vermont",2016,46,0.30843,9,10,2918,75,1,0,1.33
"Vermont",2016,47,0.500751,10,10,1997,81,0,0,0
"Vermont",2016,48,0.616861,18,10,2918,91,3,0,3.3
"Vermont",2016,49,0.401875,12,10,2986,121,7,0,5.79
"Vermont",2016,50,0.562852,15,10,2665,101,7,0,6.93
"Vermont",2016,51,0.958606,22,9,2295,145,11,2,8.97
"Vermont",2016,52,0.964957,19,9,1969,195,21,1,11.28
"Vermont",2017,1,0.976909,22,9,2252,256,39,2,16.02
"Vermont",2017,2,1.17499,28,9,2383,209,29,0,13.88
"Vermont",2017,3,1.1658,27,9,2316,270,32,4,13.33
"Vermont",2017,4,1.4435,29,8,2009,254,27,2,11.42
"Vermont",2017,5,1.91404,57,10,2978,202,20,4,11.88
"Vermont",2017,6,1.28205,37,10,2886,224,38,6,19.64
"Vermont",2017,7,1.07602,31,10,2881,192,23,9,16.67
"Vermont",2017,8,1.75254,50,10,2853,222,40,13,23.87
"Vermont",2017,9,1.80403,51,10,2827,215,43,11,25.12
"Vermont",2017,10,1.99492,55,10,2757,165,27,8,21.21
"Vermont",2017,11,1.61962,35,10,2161,140,21,7,20
"Vermont",2017,12,1.48831,42,10,2822,174,18,14,18.39
"Vermont",2017,13,1.42248,40,10,2812,160,15,22,23.13
"Vermont",2017,14,1.44538,43,10,2975,200,17,29,23
"Vermont",2017,15,1.49254,43,10,2881,181,7,18,13.81
"Vermont",2017,16,1.18421,27,9,2280,161,9,20,18.01
"Vermont",2017,17,0.815101,19,8,2331,123,3,8,8.94
"Vermont",2017,18,1.35617,19,6,1401,57,2,2,7.02
"Vermont",2017,19,0.645919,11,7,1703,78,4,1,6.41
"Vermont",2017,20,1.11111,19,7,1710,61,0,3,4.92
"Vermont",2017,21,0.521999,7,6,1341,36,0,0,0
"Vermont",2017,22,1.57546,19,6,1206,49,0,1,2.04
"Vermont",2017,23,1.2021,16,6,1331,35,0,0,0
"Vermont",2017,24,0.602864,8,6,1327,24,0,0,0
"Vermont",2017,25,0.673077,7,5,1040,12,0,0,0
"Vermont",2017,26,0.753296,8,5,1062,13,0,0,0
"Vermont",2017,27,0.855513,9,5,1052,19,0,0,0
"Vermont",2017,28,0.865052,10,5,1156,212,2,0,0
"Vermont",2017,29,0.792254,9,5,1136,212,2,0,0
"Vermont",2017,30,0.740741,7,5,945,212,2,0,0
"Vermont",2017,31,0.8867,9,5,1015,212,2,0,0
"Vermont",2017,32,0.26738,3,5,1122,13,0,0,0
"Vermont",2017,33,0.717489,8,5,1115,10,0,0,0
"Vermont",2017,34,0.893655,10,5,1119,11,0,0,0
"Vermont",2017,35,1.02516,11,5,1073,17,0,0,0
"Vermont",2017,36,0.95511,10,5,1047,15,2,0,13.33
"Vermont",2017,37,0.773196,9,5,1164,15,0,0,0
"Vermont",2017,38,0.918197,11,5,1198,20,0,0,0
"Vermont",2017,39,0.561167,5,5,891,20,0,0,0
"Vermont",2017,40,0.711427,16,9,2249,37,0,0,0
"Vermont",2017,41,0.617708,18,10,2914,47,1,0,2.13
"Vermont",2017,42,0.383275,11,10,2870,47,2,0,4.26
"Vermont",2017,43,0.630601,19,10,3013,55,0,0,0
"Vermont",2017,44,0.492091,14,10,2845,57,1,0,1.75
"Vermont",2017,45,0.580084,18,10,3103,94,1,0,1.06
"Vermont",2017,46,0.737265,22,10,2984,80,0,1,1.25
"Vermont",2017,47,1.10608,22,10,1989,102,1,0,0.98
"Vermont",2017,48,0.988749,29,10,2933,126,5,1,4.76
"Vermont",2017,49,1.02459,30,10,2928,125,3,3,4.8
"Vermont",2017,50,2.03443,52,10,2556,164,16,2,10.98
"Vermont",2017,51,1.00305,23,10,2293,167,15,1,9.58
"Vermont",2017,52,1.79671,35,10,1948,242,46,7,21.9
"Vermont",2018,1,2.67592,54,10,2018,263,45,6,19.39
"Vermont",2018,2,2.45739,62,10,2523,332,68,13,24.4
"Vermont",2018,3,3.25805,88,10,2701,380,74,14,23.16
"Vermont",2018,4,3.99306,115,10,2880,539,106,19,23.19
"Vermont",2018,5,4.5929,110,9,2395,557,130,29,28.55
"Vermont",2018,6,5.64516,161,10,2852,611,149,32,29.62
"Vermont",2018,7,4.47761,138,10,3082,533,153,26,33.58
"Vermont",2018,8,3.80984,113,10,2966,577,154,22,30.5
"Vermont",2018,9,3.82343,110,10,2877,454,113,23,29.96
"Vermont",2018,10,3.40605,89,10,2613,383,57,23,20.89
"Vermont",2018,11,2.28252,53,9,2322,255,37,16,20.78
"Vermont",2018,12,2.69513,77,10,2857,236,32,24,23.73
"Vermont",2018,13,2.98669,83,10,2779,270,32,31,23.33
"Vermont",2018,14,2.82365,53,8,1877,257,17,42,22.96
"Vermont",2018,15,2.33288,52,9,2229,217,11,26,17.05
"Vermont",2018,16,2.6087,51,9,1955,223,11,24,15.7
"Vermont",2018,17,2.59918,57,9,2193,157,8,15,14.65
"Vermont",2018,18,1.80563,34,7,1883,89,1,3,4.49
"Vermont",2018,19,1.84244,29,6,1574,87,0,4,4.6
"Vermont",2018,20,1.61491,26,6,1610,42,0,0,0
"Vermont",2018,21,1.11206,13,5,1169,40,1,0,2.5
"Vermont",2018,22,1.30261,13,5,998,32,0,0,0
"Vermont",2018,23,2,23,5,1150,19,0,0,0
"Vermont",2018,24,1.57068,18,5,1146,11,0,0,0
"Vermont",2018,25,1.27551,15,5,1176,16,0,0,0
"Vermont",2018,26,1.67598,18,5,1074,12,0,0,0
"Vermont",2018,27,1.65138,18,5,1090,12,0,0,0
"Vermont",2018,28,1.1535,13,5,1127,14,1,0,7.14
"Vermont",2018,29,1.42857,15,4,1050,212,2,0,5.355
"Vermont",2018,30,1.1396,8,4,702,212,2,0,3.57
"Vermont",2018,31,1.43541,15,5,1045,212,2,0,1.785
"Vermont",2018,32,1.64093,17,5,1036,12,0,0,0
"Vermont",2018,33,0.959024,11,5,1147,15,0,0,0
"Vermont",2018,34,1.46277,11,4,752,212,2,0,0
"Vermont",2018,35,1.95258,14,4,717,212,2,0,0
"Vermont",2018,36,2.50696,9,2,359,212,2,0,0
"Vermont",2018,37,1.96629,14,4,712,12,0,0,0
"Vermont",2018,38,1.4531,11,4,757,23,0,0,0
"Vermont",2018,39,2.54351,19,4,747,14,0,0,0
"Vermont",2018,40,1.06898,53,14,4958,37,0,0,0
"Vermont",2018,41,1.0993,60,15,5458,47,1,0,2.13
"Vermont",2018,42,1.12488,59,15,5245,81,0,0,0
"Vermont",2018,43,1.42456,71,15,4984,61,0,1,1.64
"Vermont",2018,44,1.16677,58,14,4971,92,0,1,1.09
"Vermont",2018,45,0.89695,45,14,5017,68,0,0,0
"Vermont",2018,46,1.13384,46,14,4057,89,0,3,3.37
"Vermont",2018,47,0.763151,28,14,3669,99,1,0,1.01
"Vermont",2018,48,0.93551,47,15,5024,121,2,0,1.65
"Vermont",2018,49,1.29148,65,15,5033,109,7,0,6.42
"Vermont",2018,50,2.08899,100,14,4787,154,23,0,14.94
"Vermont",2018,51,1.85324,99,16,5342,209,39,0,18.66
"Vermont",2018,52,3.19773,158,16,4941,263,61,1,23.57
"Vermont",2019,1,2.61241,165,18,6316,293,39,0,13.31
"Vermont",2019,2,3.36988,209,18,6202,238,20,0,8.4
"Vermont",2019,3,3.69641,244,18,6601,276,41,1,15.22
"Vermont",2019,4,4.26533,272,18,6377,336,89,1,26.79
"Vermont",2019,5,4.19684,284,18,6767,351,88,4,26.21
"Vermont",2019,6,3.10186,222,18,7157,332,78,1,23.8
"Vermont",2019,7,3.9679,267,18,6729,328,98,1,30.18
"Vermont",2019,8,3.7409,257,17,6870,359,105,2,29.81
"Vermont",2019,9,2.96093,194,17,6552,328,70,1,21.65
"Vermont",2019,10,3.15853,209,17,6617,302,63,0,20.86
"Vermont",2019,11,2.78866,185,17,6634,301,64,5,22.92
"Vermont",2019,12,3.19274,218,17,6828,254,42,7,19.29
"Vermont",2019,13,2.07367,143,17,6896,215,23,7,13.95
"Vermont",2019,14,2.14785,129,16,6006,191,21,4,13.09
"Vermont",2019,15,1.95526,118,16,6035,203,30,4,16.75
"Vermont",2019,16,1.62958,104,17,6382,182,17,6,12.64
"Vermont",2019,17,0.902778,52,14,5760,135,8,7,11.11
"Vermont",2019,18,0.930641,53,14,5695,127,5,7,9.45
"Vermont",2019,19,1.04722,55,13,5252,99,4,3,7.07
"Vermont",2019,20,1.08485,56,13,5162,72,1,2,4.17
"Vermont",2019,21,0.982511,50,12,5089,72,2,0,2.78
"Vermont",2019,22,0.987167,50,12,5065,46,0,1,2.17
"Vermont",2019,23,0.907835,46,12,5067,44,0,1,2.27
"Vermont",2019,24,0.989899,49,12,4950,46,1,1,4.35
"Vermont",2019,25,0.823293,41,12,4980,41,0,1,2.44
"Vermont",2019,26,0.510304,26,12,5095,17,0,2,11.76
"Vermont",2019,27,0.65803,32,11,4863,13,0,0,0
"Vermont",2019,28,0.523455,26,11,4967,10,0,0,0
"Vermont",2019,29,0.429097,21,11,4894,10,0,0,0
"Vermont",2019,30,0.556128,27,10,4855,12,0,0,0
"Vermont",2019,31,0.766363,37,11,4828,12,0,0,0
"Vermont",2019,32,0.396563,18,10,4539,212,2,0,0
"Vermont",2019,33,0.348985,11,8,3152,212,2,0,0
"Vermont",2019,34,0.499334,15,8,3004,212,2,0,0
"Vermont",2019,35,0.431433,14,9,3245,16,0,0,0
"Vermont",2019,36,0.621311,20,9,3219,13,0,0,0
"Vermont",2019,37,0.522916,17,9,3251,32,0,0,0
"Vermont",2019,38,0.795522,27,9,3394,25,0,0,0
"Vermont",2019,39,0.893655,30,9,3357,42,0,0,0
"Vermont",2019,40,0.867052,48,16,5536,67,0,0,0
"Vermont",2019,41,0.65842,33,16,5012,88,0,0,0
"Vermont",2019,42,1.03608,56,16,5405,94,0,0,0
"Vermont",2019,43,0.871755,45,16,5162,75,0,0,0
"Vermont",2019,44,0.955005,52,16,5445,95,0,1,1.05
"Vermont",2019,45,1.18386,66,16,5575,107,0,1,0.93
"Vermont",2019,46,1.12664,54,16,4793,107,1,0,0.93
"Vermont",2019,47,0.872211,43,16,4930,124,1,1,1.61
"Vermont",2019,48,1.37931,54,16,3915,129,4,0,3.1
"Vermont",2019,49,1.31819,65,15,4931,143,6,3,6.29
"Vermont",2019,50,1.54067,75,15,4868,106,8,0,7.55
"Vermont",2019,51,2.02293,90,15,4449,123,4,2,4.88
"Vermont",2019,52,2.67696,104,14,3885,190,8,10,9.47
"Vermont",2020,1,2.29962,103,15,4479,240,24,22,19.17
"Vermont",2020,2,2.14477,104,16,4849,227,11,19,13.22
"Vermont",2020,3,2.73859,132,16,4820,167,29,28,34.13
"Vermont",2020,4,3.34334,167,16,4995,350,30,60,25.71
"Vermont",2020,5,5.40744,288,16,5326,401,55,81,33.92
"Vermont",2020,6,5.22403,260,16,4977,301,46,50,31.89
"Vermont",2020,7,5.07813,273,16,5376,402,66,62,31.84
"Vermont",2020,8,4.29665,219,15,5097,402,81,52,33.08
"Vermont",2020,9,3.85285,177,15,4594,314,71,32,32.8
"Vermont",2020,10,3.89315,188,15,4829,285,54,26,28.07
"Vermont",2020,11,4.28068,158,14,3691,467,85,20,22.48
"Vermont",2020,12,4.81125,130,14,2702,709,70,16,12.13
"Vermont",2020,13,4.79233,105,14,2191,170,7,7,8.24
"Vermont",2020,14,4.24045,91,14,2146,214,5,7,5.61
"Vermont",2020,15,2.64011,57,14,2159,292,0,3,1.03
"Vermont",2020,16,1.97269,39,13,1977,298,4,12,5.37
"Vermont",2020,17,1.01095,24,13,2374,112,0,1,0.89
"Vermont",2020,18,1.44578,30,12,2075,45,0,0,0
"Vermont",2020,19,1.26404,27,11,2136,60,0,1,1.67
"Vermont",2020,20,1.4789,34,12,2299,55,0,2,3.64
"Vermont",2020,21,0.908403,24,12,2642,53,0,1,1.89
"Vermont",2020,22,0.393983,11,12,2792,40,0,1,2.5
"Vermont",2020,23,0.795455,21,11,2640,26,0,0,0
"Vermont",2020,24,0.623269,18,11,2888,16,0,0,0
"Vermont",2020,25,0.366667,11,11,3000,16,0,0,0
"Vermont",2020,26,0.686275,21,11,3060,20,0,0,0
"Vermont",2020,27,0.762829,22,10,2884,212,2,0,0
"Vermont",2020,28,0.553506,18,11,3252,212,2,0,0
"Vermont",2020,29,0.648148,21,11,3240,212,2,0,0
"Vermont",2020,30,0.62637,20,11,3193,212,2,0,0
"Vermont",2020,31,0.637136,21,11,3296,212,2,0,0
"Vermont",2020,32,0.767342,25,11,3258,10,0,0,0
"Vermont",2020,33,0.577717,21,11,3635,10,0,0,0
"Vermont",2020,34,0.785261,26,11,3311,212,2,0,0
"Vermont",2020,35,0.627549,20,11,3187,212,2,0,0
"Vermont",2020,36,0.679392,21,11,3091,12,0,0,0
"Vermont",2020,37,0.613893,19,11,3095,22,0,1,4.55
"Vermont",2020,38,0.595798,19,10,3189,24,0,0,0
"Vermont",2020,39,0.597907,20,10,3345,39,0,0,0
"Vermont",2020,40,0.819441,29,11,3539,34,0,0,0
"Vermont",2020,41,0.770952,31,12,4021,42,0,1,2.38
"Vermont",2020,42,0.746454,30,13,4019,49,0,1,2.04
"Vermont",2020,43,1.02891,42,14,4082,41,0,0,0
"Vermont",2020,44,0.869565,31,13,3565,212,2,0,0
"Vermont",2020,45,1.42379,34,11,2388,14,0,0,0
"Vermont",2020,46,1.2008,36,12,2998,20,0,1,5
"Vermont",2020,47,1.5507,39,12,2515,36,0,0,0
"Vermont",2020,48,1.40845,31,12,2201,39,0,0,0
"Vermont",2020,49,0.698174,26,11,3724,39,0,0,0
"Vermont",2020,50,0.586601,19,11,3239,89,0,0,0
"Vermont",2020,51,1.14555,34,11,2968,206,0,2,0.97
"Vermont",2020,52,0.912548,24,10,2630,196,0,0,0
"Vermont",2020,53,1.12743,33,11,2927,176,0,0,0
"Vermont",2021,1,0.904977,30,11,3315,183,0,0,0
"Vermont",2021,2,0.683371,21,11,3073,255,0,0,0
"Vermont",2021,3,0.541057,17,11,3142,206,0,0,0
"Vermont",2021,4,0.729927,22,11,3014,204,0,0,0
"Vermont",2021,5,0.733578,22,11,2999,186,0,0,0
"Vermont",2021,6,0.633641,22,10,3472,190,0,1,0.53
"Vermont",2021,7,0.506706,17,11,3355,160,0,0,0
"Vermont",2021,8,0.470173,16,10,3403,176,0,0,0
"Vermont",2021,9,0.522552,19,11,3636,161,0,0,0
"Vermont",2021,10,0.600209,23,11,3832,222,0,0,0
"Vermont",2021,11,0.354052,9,10,2542,159,0,0,0
"Vermont",2021,12,0.453212,17,11,3751,141,0,0,0
"Vermont",2021,13,0.488732,18,11,3683,167,0,1,0.6
"Vermont",2021,14,0.452489,18,11,3978,184,0,0,0
"Vermont",2021,15,0.61745,23,11,3725,188,0,1,0.53
"Vermont",2021,16,0.339071,13,11,3834,191,0,0,0
"Vermont",2021,17,0.552486,19,10,3439,171,0,1,0.58
"Vermont",2021,18,0.634196,25,11,3942,130,0,3,2.31
"Vermont",2021,19,0.537634,21,10,3906,91,1,0,1.1
"Vermont",2021,20,0.414634,17,10,4100,34,0,0,0
"Vermont",2021,21,0.493675,16,10,3241,54,0,0,0
"Vermont",2021,22,0.655022,21,9,3206,21,0,0,0
"Vermont",2021,23,0.501253,18,9,3591,24,0,0,0
"Vermont",2021,24,0.753405,26,9,3451,22,0,0,0
"Vermont",2021,25,0.660611,24,9,3633,29,0,0,0
"Vermont",2021,26,0.520833,20,9,3840,42,0,0,0
"Vermont",2021,27,0.695187,26,9,3740,45,0,0,0
"Vermont",2021,28,0.687104,26,9,3784,30,0,0,0
"Vermont",2021,29,0.672405,25,9,3718,38,0,0,0
"Vermont",2021,30,0.815439,30,9,3679,43,0,0,0
"Vermont",2021,31,1.02721,37,9,3602,56,0,0,0
"Vermont",2021,32,1.18627,47,9,3962,61,0,0,0
"Vermont",2021,33,0.970649,42,10,4327,54,0,0,0
"Vermont",2021,34,1.4065,61,10,4337,67,0,0,0
"Vermont",2021,35,0.725275,33,10,4550,156,0,0,0
"Vermont",2021,36,1.1486,48,10,4179,73,0,0,0
"Vermont",2021,37,1.09709,40,10,3646,78,0,1,1.28
"Vermont",2021,38,1.01498,42,9,4138,88,0,0,0
"Vermont",2021,39,0.879567,39,11,4434,106,0,1,0.94
"Vermont",2021,40,1.12666,62,13,5503,76,0,0,0
"Vermont",2021,41,0.946548,51,14,5388,120,0,0,0
"Vermont",2021,42,0.930321,49,13,5267,194,0,0,0
"Vermont",2021,43,0.9328,49,13,5253,137,0,0,0
"Vermont",2021,44,1.03306,55,14,5324,158,0,0,0
"Vermont",2021,45,1.2418,70,14,5637,157,0,2,1.27
"Vermont",2021,46,1.28423,68,14,5295,248,5,0,2.02
"Vermont",2021,47,1.20797,60,14,4967,264,7,0,2.65
"Vermont",2021,48,1.15473,60,13,5196,356,10,1,3.09
"Vermont",2021,49,1.34271,63,13,4692,342,34,1,10.23
"Vermont",2021,50,1.26664,59,13,4658,325,29,0,8.92
"Vermont",2021,51,1.40812,60,13,4261,407,16,0,3.93
"Vermont",2021,52,1.25677,58,13,4615,450,8,0,1.78
"Vermont",2022,1,1.58573,80,13,5045,577,11,0,1.91
"Vermont",2022,2,1.13636,53,13,4664,493,10,0,2.03
"Vermont",2022,3,0.720721,32,14,4440,414,5,0,1.21
"Vermont",2022,4,0.841424,39,14,4635,361,3,0,0.83
"Vermont",2022,5,0.765306,27,12,3528,321,13,0,4.05
"Vermont",2022,6,0.534474,30,14,5613,290,8,0,2.76
"Vermont",2022,7,0.408816,23,14,5626,283,10,0,3.53
"Vermont",2022,8,0.480171,27,14,5623,233,13,0,5.58
"Vermont",2022,9,0.504414,28,14,5551,200,6,0,3
"Vermont",2022,10,0.618789,33,14,5333,181,4,0,2.21
"Vermont",2022,11,0.598151,33,14,5517,215,9,0,4.19
"Vermont",2022,12,0.73554,44,14,5982,226,26,0,11.5
"Vermont",2022,13,0.628117,34,13,5413,258,27,0,10.47
"Vermont",2022,14,1.36054,82,14,6027,465,82,0,17.63
"Vermont",2022,15,1.31839,80,14,6068,493,69,0,14
"Vermont",2022,16,0.972222,56,14,5760,386,38,0,9.84
"Vermont",2022,17,0.673043,38,12,5646,454,29,0,6.39
"Vermont",2022,18,0.819818,46,12,5611,368,27,0,7.34
"Vermont",2022,19,0.680404,35,11,5144,332,37,0,11.14
"Vermont",2022,20,0.711188,41,11,5765,355,16,2,5.07
"Vermont",2022,21,0.450938,25,11,5544,324,11,0,3.4
"Vermont",2022,22,0.520021,30,12,5769,287,14,1,5.23
"Vermont",2022,23,0.656261,37,12,5638,287,8,0,2.79
"Vermont",2022,24,0.750469,40,11,5330,279,11,0,3.94
"Vermont",2022,25,0.494673,26,11,5256,236,1,0,0.42
"Vermont",2022,26,0.409696,24,12,5858,233,1,1,0.86
"Vermont",2022,27,0.370175,21,12,5673,212,5,0,2.36
"Vermont",2022,28,0.266223,16,12,6010,215,0,0,0
"Vermont",2022,29,0.433553,23,11,5305,201,1,0,0.5
"Vermont",2022,30,0.310138,16,11,5159,199,0,0,0
"Vermont",2022,31,0.540906,16,8,2958,174,0,0,0
"Vermont",2022,32,0.27653,8,8,2893,188,0,0,0
"Vermont",2022,33,0.497678,15,11,3014,206,0,0,0
"Vermont",2022,34,0.524679,27,11,5146,219,1,0,0.46
"Vermont",2022,35,0.47384,24,11,5065,231,1,0,0.43
"Vermont",2022,36,0.503119,25,11,4969,236,0,0,0
"Vermont",2022,37,0.684411,36,11,5260,290,0,0,0
"Vermont",2022,38,0.786132,39,11,4961,273,0,0,0
"Vermont",2022,39,0.860861,43,11,4995,330,0,0,0
"Vermont",2022,40,0.876897,52,14,5930,356,1,0,0.28
"Vermont",2022,41,0.52279,32,13,6121,126,3,0,2.38
"Vermont",2022,42,0.823913,43,13,5219,332,2,0,0.6
"Vermont",2022,43,1.08007,58,13,5370,405,3,0,0.74
"Vermont",2022,44,1.15859,61,13,5265,474,6,0,1.27
"Vermont",2022,45,1.58263,86,13,5434,505,23,0,4.55
"Vermont",2022,46,1.29083,66,13,5113,501,26,1,5.39
"Vermont",2022,47,2.21533,100,12,4514,647,96,2,15.15
"Vermont",2022,48,2.62866,142,13,5402,807,168,1,20.94
"Vermont",2022,49,4.30243,239,14,5555,729,246,0,33.74
"Vermont",2022,50,4.54803,241,14,5299,987,348,5,35.76
"Vermont",2022,51,7.35488,446,15,6064,726,207,0,28.51
"Vermont",2022,52,3.47796,202,14,5808,903,182,0,20.16
"Vermont",2023,1,2.43452,145,15,5956,711,84,1,11.95
"Vermont",2023,2,1.38462,81,15,5850,463,29,0,6.26
"Vermont",2023,3,0.825611,49,14,5935,425,28,0,6.59
"Vermont",2023,4,0.796675,46,15,5774,566,10,2,2.12
"Vermont",2023,5,0.632794,34,15,5373,392,4,0,1.02
"Vermont",2023,6,0.785615,45,14,5728,384,7,1,2.08
"Vermont",2023,7,0.699056,40,13,5722,491,9,0,1.83
"Vermont",2023,8,0.814089,49,15,6019,465,18,0,3.87
"Vermont",2023,9,0.780966,43,13,5506,410,17,0,4.15
"Vermont",2023,10,0.562984,32,13,5684,406,7,1,1.97
"Vermont",2023,11,0.587479,32,14,5447,347,6,0,1.73
"Vermont",2023,12,0.739437,42,14,5680,327,2,0,0.61
"Vermont",2023,13,0.654288,37,14,5655,303,3,0,0.99
"Vermont",2023,14,0.595991,33,14,5537,257,2,1,1.17
"Vermont",2023,15,0.522149,31,14,5937,264,2,0,0.76
"Vermont",2023,16,0.414007,24,13,5797,222,2,0,0.9
"Vermont",2023,17,0.55991,30,13,5358,175,2,0,1.14
"Vermont",2023,18,0.443498,25,13,5637,185,1,0,0.54
"Vermont",2023,19,0.510025,29,12,5686,191,0,0,0
"Vermont",2023,20,0.462304,26,12,5624,160,0,0,0
"Vermont",2023,21,0.363951,21,12,5770,163,2,0,1.23
"Vermont",2023,22,0.378137,22,11,5818,188,2,0,1.06
